plz	supermarkt	adresse	nr	lat	lon	id
	Lidl			38.1517754	15.1905349	264058820
		Via Barente		40.7488601	13.8895767	264555768
				45.7195945	8.8039760	264558793
28100	Conad Pernate	Via Novara	55	45.4573899	8.6726430	264634550
36072	Lidl	Via Tommaso Dal Molin		45.5508296	11.2769550	264653825
	Simply Market			45.3225564	9.1032711	264758001
	EuroSpin			44.6023191	10.6953016	264923157
	Simply Market			35.5036835	12.6130226	264977946
27010	Carrefour Market	Via Molino	35	45.2856015	9.2944153	265029588
31050	Supermercato Rosa	Via Cava		45.9412395	12.0915849	265303037
20023	Coop	Piazza Anita Bollati	3	45.5782188	8.9806027	265381762
	Mercato			45.1068542	7.2909495	265446643
10059	EuroSpin	Corso Stati Uniti	41	45.1377450	7.0570616	265821440
	Lidl	Scorrimento veloce		39.4996398	16.2695067	265925544
	Lidl			45.5875723	9.0536285	265945408
20851	Simply	Viale Valassina	214	45.6035337	9.2308246	266146974
	Penny Market			46.0708955	8.2621116	266282686
	Qui Conviene			38.1021018	15.6385789	266557090
	Carrefour Market			44.8774155	7.3320640	266587824
	Centro Commerciale Il Ponte			41.4680187	13.6675284	266639721
	Famila			45.8028725	9.2259118	267006829
	Eurospin			40.7572379	14.6924176	267244727
	Tigros			45.6940686	9.0789023	267285477
	EuroSpin			39.5551365	8.9047175	267411552
	Sisa Supermercati			41.8012096	13.0606301	268517503
	Coop			43.0621128	12.5662037	268854756
	Eurospin			41.7858160	13.2293051	268953683
	Conad Sallemi			36.9208944	14.7068055	269908808
	Pam			45.3920560	11.8713866	271412418
	U2			45.1728284	7.6416728	272031732
	Supermercato Ariete			40.7332598	14.5944715	272327109
	Italmark			45.5570103	10.2016041	273373888
	Coop.fi	Viale Giacomo Matteotti	197	43.5565896	11.0318069	273540570
80077	Euro Market	Via Iasolino		40.7433329	13.9391036	273858504
10059	Crai	Corso Stati Uniti	118	45.1367413	7.0613632	274354375
20025	Crai	Via Ciro Menotti		45.5975634	8.9008798	274488356
				38.5980414	16.2257370	274779210
00030	CTS Supermercati	Via Casilina	"Km 35,700"	41.7987268	12.8566826	274845957
21047	Unes	Via Prealpi	122	45.6370156	9.0321931	274985890
	Penny Market			45.5544246	8.0602149	275196713
	MD Market			45.6947060	9.0732777	275432470
	Ard Discount			37.4887129	15.0819195	275725184
				37.4856813	15.0714546	275806692
	Lidl			46.0124535	11.9075730	275970715
20831	Simply Market	Corso Giacomo Matteotti	15	45.6473956	9.2080818	275989791
				39.5408166	8.6451567	276511030
	Lidl			39.5365257	8.6427943	276511074
	Conad			43.9513392	10.9040226	276543712
	Penny			45.6990394	10.3872680	276546284
	Conad			39.8808658	9.5383345	276605663
	Penny Market			45.1718442	7.6518445	276639008
	Romagnolo			40.9088080	9.4981747	277317860
	MD Market	Via Antonio Melis		40.9076900	9.5179202	277335144
	Nonna Isa			41.2177720	9.4049229	277778183
	Maxi Sidis			39.2665107	9.1332148	277834843
08100	MD	Viale della Resistenza		40.3173305	9.3087470	278066760
	Eurospin			40.3237029	9.2643438	278067242
				43.6337626	13.3836695	278093672
	Punto Dì			39.6109000	8.8221011	278118326
	ISA			39.6109893	8.8221869	278118355
	Ard discount			38.1463624	13.3612256	278804398
	CRAI			40.9399507	8.2230310	279143495
	Penny Market			38.1390434	13.3289579	279168280
	Conad			38.1317483	13.3075469	279170142
	Eurospar			39.9051588	8.5864187	279204312
09170	CRAI Extra	Via Cagliari	26	39.9129378	8.5863387	279205476
	EuroSpin			40.8318523	8.4207420	279211238
	Sidis			40.6450094	8.2249446	279262860
	Iper Nonna ISA			40.5705665	8.3381025	279263203
07041	LIDL	Via Giuseppe Mazzini	289	40.5637564	8.3278128	279263832
	Conad	Via Giuseppe Mazzini		40.5616457	8.3247009	279269098
	MD Market			40.5720238	8.3436262	279269538
	Todis			38.1143114	13.3056012	279328343
	Tigre			41.8329281	12.8365287	279371993
20846	LD Market		17	45.6320359	9.2520458	279709631
20851	Effemarket	Via Vincenzo Gioberti	11	45.6286588	9.2444910	279717562
06064	Eurospin	Via Leonardo da Vinci		43.0015547	12.1440335	279790640
09088	Ciesse Market	Via Gialeto	39	39.9297517	8.6919281	280157442
	Supermercati Maxisidis			40.0562804	18.3439027	280702713
	Treff 3000			43.9044615	11.0706392	280728911
21013	Carrefour Express	Via Varese	2	45.6771542	8.8006880	280732592
	Treff 3000			43.9116358	11.0648618	280736339
09030	Lidl	Via Sulcitana	220	39.2714158	9.0395602	281433283
09030	Metro	Via A. Omodeo	10	39.2572495	9.0706577	281434974
				40.5770658	9.6967943	281474938
	Supermarket			40.5753459	9.6969865	281476078
				45.8920974	12.5580376	281501318
	Lidl	Via di Torrevecchia		41.9156569	12.4067108	281766646
	Penny			43.9321056	11.0036852	282554233
36010	Emisfero	Via Alessandro Manzoni	124	45.7124211	11.4624298	282709574
36016	Eurospar	Via Giotto	20	45.7127798	11.4877044	282709581
	COOP			43.9219150	11.0319729	282859885
39026	MPREIS	Silberstraße - Via Argentieri	18	46.6169184	10.5923365	283467467
	SuperPan			39.1594557	8.5321334	283492302
	Euro Spin			43.7852031	7.6393411	284387420
	Lidl			45.0975763	7.6355221	285016865
	BioBottega			45.0941483	7.6334363	285070821
	Coop			43.8554191	10.9816838	285092504
	Famiglia Cooperativa			45.7828253	11.1188910	285181851
23826	Eurospin	Strada Statale 36 del lago di Como e dello Spluga		45.9139644	9.3235003	285201743
	Carrefour			38.1867902	13.3247983	285446650
	Aldi	Via Giuseppe Garibaldi	228	45.7571063	9.0521120	285493308
	Ufficio 4			41.9368374	12.6330878	285696347
21052	Tigros	Viale Rimembranze	12	45.6103739	8.8392102	285810100
	Conad			41.5840378	13.5750818	286615203
	Eurospin			41.5875058	13.5624256	286754496
23826	A&O	Via Emanuele V. Parodi		45.9162458	9.3224047	286756607
	Conad			45.9216057	9.3191488	286756670
	Conad			45.5225322	9.2794500	286878734
39026	Pinggera	Hauptstraße - Via Principale	101	46.6161265	10.5896787	286892103
				43.5290314	11.7578732	287370336
	Deco			40.0466757	15.2976062	287539256
	Il Chiarone	Via del Fontanile vecchio	2	42.3942770	11.4947169	287958852
				39.6939810	9.6512291	288022275
28100	U2	Corso 23 marzo 1849		45.4317163	8.6362241	288068324
	Mercato comunale			45.4333225	9.1781038	288088469
	Lidl			45.1018397	7.5349477	288185403
26100	Coop Porta Po	Via del Sale	5	45.1312264	10.0157270	288211753
	EuroSpin			37.5468395	15.0677666	288278713
	Eurospin			45.6362749	10.5067797	288302428
				40.6933427	15.2382324	288383701
	Penny Market			45.4402556	9.1664709	288815148
37062	Iper Famila	Via Borgo Bello	32	45.3916981	10.9044950	289002920
37063	Famila	Via Roma		45.2675182	11.0085920	289050453
	EuroSpin			43.4668157	11.8615255	289215890
28041	Carrefour Express	Corso della Liberazione		45.7590381	8.5587350	289266220
	Coop			45.0738605	7.5221778	289333065
	Unes			45.6117816	8.3665220	289334726
	Carrefour Express			44.9034291	8.1973577	289417475
	Conad			39.9256272	9.6652156	289634122
	Simply Market			39.9271734	9.6718612	289634132
20099	Il Gigante	Via Carlo Marx	590	45.5234841	9.2448428	289717569
	Bazar			45.4790233	12.5752298	289813627
	COOP			45.4865785	8.9966343	289912858
	Carrefour Market			45.4790266	9.0031065	289913816
	Lidl Strada Altessano			45.1037800	7.6449870	289950700
	Superdì			45.4900075	8.9569845	290138287
00132	Simply Market	Via Casilina		41.8648067	12.7006853	290175048
	In's			45.0698416	7.6302778	290431709
	In's			45.0681768	7.6333342	290431717
	Ekom			45.0704384	7.6324665	290431718
	Sigma			45.9691460	9.1915413	290768798
90010	Conad	Strada Statale 113 Settentrionale Sicula		37.9934336	13.8816138	291075678
	Conad			43.8196928	10.6882854	291119382
				45.0637354	7.6227126	291296966
	Famiglia Cooperativa			46.3069619	11.1186413	291298591
	Sì con te			43.6015007	13.5073985	291528896
	Supermercato ISA			40.2807451	9.3985975	291564567
36040	Sisa	Via Circonvallazione	6	45.3613543	11.5180968	292212902
	Supermercato 3E			45.3357024	11.5104850	292218096
	LD			45.8013245	9.4253698	292330670
	MD			38.9204486	16.7990721	292523231
	Bennet			45.9637903	8.8525948	292796596
	Euro Spin			45.0747791	11.1254018	293018019
	Lidl			45.5155242	11.4648193	293071972
12037	Mercatò	Via Circonvallazione	25	44.6499798	7.4907540	293428259
	CONAD			41.2563185	13.7057953	293538631
	Lidl	Viale Magna Grecia		38.8302262	16.6106039	293770883
	Conad	Via Gianbattista Castaldo	51	40.7466410	14.6465539	293979323
	Il Gusto			45.1385229	11.3920246	293981926
				40.1239542	8.8410904	294101795
	LD			39.4869420	8.9808622	294421525
				39.6212389	8.9597893	294443475
	Carrefour Market			45.1014556	7.5363961	294857546
	Sisa			43.6889935	12.6430728	294898119
23831	Carrefour	Via Provinciale		46.0427696	9.3899183	295063078
	MD Discount			39.3826584	8.9348060	295168113
	Crai			39.2927079	8.9518607	295302815
	Pam			39.2938596	8.9522962	295307413
	Markant			39.1469697	9.4038810	295532544
	Markant			39.1517519	9.4028379	295533523
	Conad City			39.1467115	9.5187812	295768137
	Farci Market			39.4207041	9.5778609	295899827
				45.0959471	8.5564571	295909721
	Maxi Supermercato			45.8191868	12.5378949	295965514
				43.5785903	13.0262524	296052423
	Eurospin			41.7742666	12.3627759	296060774
	CRAI			39.9897701	8.5420948	296102161
	Prix Quality			45.6422099	11.7669772	296337182
	Conad			39.0094776	8.9961974	296378250
	Supermercato			39.0142330	9.0022085	296381746
				38.9684628	8.7701412	296411907
				43.5455185	13.0249479	296686763
	LIDL			44.0822582	8.2237625	296723586
	Simply			37.9149194	12.8604302	296755223
	Simply			39.8834679	8.6054954	296771065
	Punto			43.5528876	13.0227175	296891223
	SuperDì			45.4821747	9.7918326	297110257
73020	MD Discount	Strada Provinciale Lecce-Maglie		40.3291988	18.1816971	297196937
60026	"Centro Commerciale ""Azzurra"""	Via Flaminia	90	43.5119532	13.6210968	297803088
				39.9716654	9.6644402	297850635
	Aliper			45.3978956	11.5807753	297963539
				39.6808851	9.6466421	298053226
	Supermac			40.3238055	18.1655777	298147788
73016	EuroSpin	Via Sardegna	53	40.2933554	18.1603961	298148869
	Conad			37.9214111	15.8337898	298297811
				39.2181823	16.8922342	298303999
	Spada			45.1353421	7.7611525	298485216
58100	CONAD Superstore	Via Aurelia Antica	46	42.7435226	11.1082321	298765321
	Tigros			45.7586090	8.8760787	298766319
				40.3170730	18.0988114	298895259
73047	Mello Supermercati	Via Tagliamento	18	40.3192001	18.0946966	298898172
73047	Mello Supermercati	Via Alcide De Gasperi	131	40.3281898	18.1008803	298899295
				43.6280956	13.1379230	299005961
				44.5786979	7.1872758	299211311
	Supermac			40.3582187	18.1915339	299721189
	Di Meglio			40.3642793	18.1668343	299731257
	Euro Spin			43.5026936	13.1422234	299927796
21018	Piacere Terra - Il mercato del Bio	Via Sempione	38	45.7231714	8.6528085	300064366
37010	Conad City supermarket	Via Gardesana	38	45.7259677	10.7812131	300119323
20831	Eurospin	Via delle Nazioni Unite	73	45.6431446	9.1941474	300634318
	Leader Price			39.9058220	8.5945022	300808879
	LIDL			44.8843043	8.8570944	301086806
	Decò	Via La Paz	11	37.0770410	14.2180710	301097428
	Eurospin			45.5590648	12.2301192	301227632
	Eurospin	Via Cicalesi	19	40.7484323	14.6366471	301289180
	Conad			38.4130488	14.9514349	301345653
	Forté			37.0830384	14.2123300	301500711
	Esselunga			43.8318349	10.4991477	302071820
				43.4522167	13.1080899	302095186
	in's mercato spa	Viale Guglielmo Marconi	41	45.6203632	8.3687509	302378764
10044	Shopping World	Piazzale Europa		45.1020154	7.5541939	303004178
10044	Mercatò	Piazzale Europa		45.1013180	7.5548934	303004260
	Supermercato Decò	Via Barente	11	40.7488771	13.8895482	303036162
	SuperBriò			41.4814470	14.8334210	303165239
	La Ciminiera			45.0700444	11.1297819	303331147
	ilCentro Superstore			40.9385215	14.2769472	303650316
	Maxi Simply			45.5098881	9.2307380	303824029
	Lidl			37.4846496	15.0079270	303924820
25042	Sermark	Via Milano	20	45.9515853	10.2055783	304009451
	Conad			40.5851113	8.5735611	304017531
				37.9159442	12.8653359	304073699
28041	Sigma	Via IV novembre		45.7587403	8.5523008	304192814
	SISA			40.5947586	9.0018064	304302667
	Ruda Market			40.5876855	9.0014941	304304825
	Panorama			45.1220754	7.7406897	304323883
	Sì con te	Via Bernini		42.9803772	13.8704966	304353041
	Conad			38.0190748	12.8843139	304450455
	Nonna Isa			40.9057904	8.8584667	304538712
	Delta S.R.L			40.6381563	8.4849403	304563709
	IperSimply			37.2998033	15.0014896	304603933
	Coop	Via Ungheria	8	43.6298214	11.4618819	304636309
	Superconcas - Supermercati Di Concas Agnese E C. Snc			40.9272999	8.8183251	304874104
	La Bicocca			44.3621660	7.8615793	304956983
	Simply			45.4952739	11.5511718	305030322
	EuroSpin			45.0251849	11.2956943	305047612
	Pam			43.8777755	10.9779855	305149186
	Conad			38.0008782	12.5362877	305161413
	Ekom			45.0740461	7.7177347	305233831
09070	Duis di Sanna e Lotta snc	Via Aldo Moro	13	39.9499546	8.6387355	305351432
	Lidl			37.2812677	14.9880749	305472846
	Aretusa Discount - Bontò			37.2970880	14.9971568	305738296
	Penny Market			37.2983608	14.9961735	305738330
88841	Albi	Via Cafaldo		38.9583462	17.0922288	305754257
88841	Conad	Via Capo Rizzuto		38.9560593	17.0920173	305842291
	Alimentari			43.7100376	10.4001155	305850230
	Coop			42.9334651	11.6411791	305875207
	Coop			42.3602125	13.4112331	305950447
	Eurospin			42.8619078	12.0481871	306037538
				45.4432403	9.5578249	306095683
	Carrefour Market			45.3976799	9.2830048	306112438
	Esselunga			45.3018096	8.8577451	306148070
	Conad Superstore	Via Giuseppe Atzori	16	40.7412076	14.6460536	306369157
	MD Discount			45.4103219	8.9096508	306386175
	Conad			43.9560874	11.3718011	306602674
93012	Eurospin	Via Butera		37.0895335	14.2288588	306654132
20151	Carrefour Market	Via Uruguay	6	45.4953871	9.1242420	306826552
	MD	Via Carlo Amoretti	4	45.5182750	9.1361093	306826958
	Esselunga	Via dei Missaglia	61/A	45.4206553	9.1775925	306829080
20141	Carrefour Market	Via Giuseppe Ripamonti	181	45.4340856	9.2016790	306833232
	La Nave Carrefour			39.0390687	16.3589602	307051759
	Lidl			43.8046306	7.6284853	307219087
	Famiglia Cooperativa			46.0310012	10.8797565	307400554
21012	Conad	Via Mario Albino Bonicalza	81	45.6677945	8.8381664	307435735
				45.5728951	8.1806240	307585368
	Coop			43.9341070	11.4600483	307651340
88841	MD	Via Crotone		38.9616039	17.0895975	307703077
	Deco			37.0849558	15.2882869	308276123
	Eté			40.1745134	15.1342893	308283050
	MD discount			37.3281939	13.4337519	308302566
	Italmark			45.4077415	10.2735432	308381925
				39.0145440	16.1178064	308573612
	Coop			43.3510316	12.9265564	308620812
	MD Discount	Via Sant'Anna	54	40.7510540	14.6387427	308713635
	IperG	Via Papa Giovanni XXII		40.7408674	14.5660878	308713637
	Penny Market			37.0794152	15.1647463	309239331
80058	MD Discount	Via Plinio	4	40.7492629	14.4657416	309261696
	Max			36.8309670	11.9461241	310343624
	Carrefour			36.8319545	11.9455555	310343696
60019	Lidl	Via Podesti	206	43.7081428	13.2315320	310344457
	L.D market			45.9005405	9.9235603	310369599
	Galassia			44.6795508	8.4659896	310580766
				43.5023647	13.1284461	310628289
45030	Super Rossetto	Via Maestri del Lavoro	30	44.8924636	11.6168533	310736352
	Il Gigante			45.5742133	9.4157225	310786358
	Penny			45.4643076	10.6084836	311235171
	crai			41.1111184	9.4376805	311389488
				41.1117373	9.4371302	311389489
	Maxistore Decò Igiene & Bellezza	Via Duca degli Abruzzi	69	40.7229635	13.9279272	311393705
	Euro Spin			40.9607421	9.4886286	311411337
	LD			40.9596797	9.4889793	311411338
	Eurospin			45.8493026	9.4043857	311891598
	Cooperativa			45.8239306	10.5291787	312060799
				45.9327038	9.4872547	313090905
	Granrisparmio			41.5595412	14.6768989	313181904
31015	EURO Spin	Via Giacomo Matteotti		45.8847426	12.3094241	313305674
				41.5803664	12.6491642	313584178
28040	Il Gigante	Corso Camillo Benso Cavour		45.7344015	8.5749908	313585540
	Esselunga			45.7186394	8.5900010	313622875
	Il Gigante			45.5441103	8.7804063	313627170
10146	Conad	Corso Bernardino Telesio	5/B	45.0752505	7.6238598	314018233
10146	U2	Via Asinari di Bernezzo	106	45.0797083	7.6279420	314025254
				45.0828891	7.6270347	314108052
	Il Gigante			45.5929744	8.7718328	314242369
	Il Gigante			45.7158400	9.0765641	314244334
	LIDL			46.1840216	13.2028263	314248725
	Il Gigante			45.7660542	8.7687474	314266978
21047	Esselunga di Saronno	Via Novara	50;52	45.6210943	9.0177774	314269103
39024	DESPAR	Gen.-I.-Verdross-Straße - Via Gen. I. Verdross	12/B	46.6890164	10.5471102	314276931
18012	Conad			43.7914071	7.6595566	314407214
	Unes			45.9837404	8.7400177	314569320
	Aliper			45.7202872	11.9189940	314748020
	Eurospin			45.3896629	10.9763824	314862807
80059	Supermercato Decò	Via Giovanni XXIII	41	40.7767304	14.4111465	315008854
	Dico			40.7812191	14.3763615	315026114
20841	Iperal	Via Marengo	1/A	45.6678883	9.2231486	315074521
42100	Il Gigante	Via Justus Liebig	1/A	44.7036688	10.5950730	315077058
21047	Unes	Via Alessandro Volta	7/A	45.6304163	9.0357328	315282132
39024	Pobitzer Bauernmarkt & Lederwaren	Gerbergasse	18	46.6875625	10.5411985	315484261
				43.8411305	10.5178458	315496468
20821	U2	Via Indipendenza	192	45.6551981	9.1748611	315544268
20821	Carrefour Market	Via Indipendenza	101	45.6575819	9.1675840	315544271
	Carrefour Market			45.0368886	7.3532512	315609687
	Carrefour			41.6661051	12.4916115	316106948
39024	Despar	St.-Benedikt-Straße - Via S. Benedetto	6	46.6909657	10.5432010	316199562
	MD Market			40.1232941	8.8480824	316332294
	Interspar			46.6561192	11.1677425	316757676
				46.6764000	11.1578028	316948135
	Mini market			44.3814419	6.9675950	316982394
				38.0310573	14.0086087	317841928
	Maxistore Decò	Via Giustiniano	150	40.8390542	14.2048985	318064896
06049	Maury's	Via Giuseppe Saragat		42.7657361	12.7525657	318542427
	Punto			44.4676091	7.3596651	318607510
23855	Bennet	Via Roma	7	45.8416751	9.3967572	318992813
	Crai Superstore			37.0949176	15.2731331	319017192
38053	Famiglia Cooperativa	Via Dante		46.0620007	11.6344960	319160228
	Eurospin			39.3118482	8.9751292	319278816
	C&C Euromarkt			46.8110513	11.2466925	319519050
	Famila Superstore			43.6526479	13.3387968	319597538
	Eurospar			46.2925456	11.4904123	319781785
				40.6114307	8.9899699	319835534
	Lidl			45.6520921	12.5420936	319949823
	EuroSpin			39.9241701	8.5401016	320859271
	Supermercato			44.4622715	7.3711071	321317674
	Todis			40.8494105	14.2702498	321886785
	Lidl			43.6145257	13.3786397	322006788
	DiPiù			45.9034245	8.6259228	322034439
	Spaccio Balconi			45.6854315	8.6097993	322308986
	Supermarket Mula			40.1721235	8.9215872	322927406
	A&O			45.0392353	7.6310418	323025041
				44.9819932	9.0075019	323163753
39031	Despar	Prack-Zu-Asch-Straße - Via Prack Zu Asch	7/7a	46.7766404	11.9500776	323542548
	Crai			45.0359910	7.6790197	324062068
	Penny Market			45.0185575	7.6470534	324067396
	PAM Panorama			45.0231980	7.6438307	325441683
				41.7137464	12.4459794	325444479
12051	Carrefour Market	Corso Piave	94	44.6908232	8.0198096	326222045
12051	Lidl	Corso Piave	172	44.6870290	8.0113014	326225005
	Sma			41.9157650	12.4550703	326228892
	Despar			46.1173860	13.2932356	326266034
84010	Novi	Via Ugo Foscolo		40.7396332	14.5974891	326787065
10042	Ekom	Via Falcone e Borsellino		45.0012846	7.6371511	326806184
	Maxisconto			44.5104536	7.4725426	327131681
	Prix			45.2898337	11.5351250	327203599
10086	Lidl	Corso Re Arduino	100	45.3094382	7.7415485	327221809
	Conad			41.7120249	14.9831104	327333946
	EuroSpin			43.7207379	13.2002994	327927863
	EuroSpin	Piazza Federico Botto		45.3888284	7.6521413	328042502
	D-più			45.3945668	7.6529305	328048786
				45.3940685	7.6523579	328049074
	Dico Srl			43.8350628	10.6213826	328049914
	IperCoop			45.3831015	7.6646411	328065101
	Penny Market			45.3841034	7.6590850	328068850
17033	Alimentari Mentolli Sabrina	via Roma	14	44.0316676	8.0488959	328169159
17033		Via Umberto I	81	44.0319523	8.0501265	328181533
	Super Pan			39.2423014	9.1068285	328567192
00148		Via Cardinal di York	2	41.8652395	12.4245405	328937471
34139	Supermercato Zazzeron	Via Carlo Forlanini	46	45.6355432	13.8313124	329324109
24064	Italmark	Via Roma	94	45.6364730	9.8817230	329457876
	Iperdì			45.4233414	9.0662009	329466662
20090	LIDL	Viale Leonardo da Vinci		45.4204936	9.0588206	329486804
				45.3989821	9.4860589	329487182
25062	Rossetto	Piazza Caduti di Nassiriya		45.6078518	10.2080972	329579435
	LIDL			45.3870037	11.3856184	329859118
				45.8414473	9.0677052	329895875
	Cash&Carry Alta Sfera			45.4847277	9.2612598	329935426
	Eurospin			45.6200673	8.8406808	329953330
				45.0830324	7.4313578	329958348
	Sigma			45.4657747	8.8272864	330068931
	Iperal			45.8106558	9.2346515	330132591
				45.3895713	11.3814884	330265489
	Carrefour Market			45.4453847	9.2438759	330379974
		Via Giovanni Cena	8	45.4601590	9.2209812	330841927
	Eurospin			43.0865062	11.7757145	330934971
	Famila			45.5902765	9.6070933	331578973
	Conad			43.8674349	10.8094337	331955968
21018	Esselunga	Via Vittorio Veneto	15/19	45.7255928	8.6305755	332369770
73020	Euro Spin	Via Adige		40.1471676	18.3167223	332391195
	EUROSPIN			41.4863177	13.8545329	332484892
	Centro Commerciale Pavan			41.7231872	12.8301054	332520989
	EuroSpin			41.9108531	12.5472059	332538652
15121	Penny Market	Viale Milite Ignoto		44.9234626	8.6213660	332673154
	D più			45.0283785	7.6437432	332722108
	In's discount			42.3498338	13.3469724	333086842
73026	Eurospin	Via Roca		40.2729272	18.3430022	333277615
24058	LD - MD market	Via Duca d'Aosta		45.5307312	9.7558384	333536456
	Eurospin			40.4548122	17.7353637	333634540
	Penny Market			40.4476041	17.7349818	333636050
				40.4723952	17.9714201	333832787
				41.5435504	14.6707129	334203592
	PAM	Via Villa di Faonte		41.9517407	12.5410099	334287832
20153	Coop di Via Fratelli Zoia	Via Fratelli Zoia	83/3	45.4705812	9.1086629	334338167
	Il Castoro			41.8862291	12.5436312	335120276
	Carrefour			45.6167147	8.8538032	335194840
	Ard			36.8252103	14.9628634	335383398
	ARD Discount			36.7209183	15.1000865	335518977
				41.0744289	16.9375046	335715736
18038	Carrefour Market	Corso Guglielmo Marconi	152	43.8046039	7.7463846	335823659
	Dok			41.5588351	14.6614572	335837744
20835	Crai	Via Silvio Pellico	13	45.5917997	9.2265487	336091642
	Despar Piazza Europa			41.1266988	16.7900554	336886620
	Decò			36.7185943	15.0997195	337472532
	Ard			37.2559118	15.2141021	337609127
	Future Food District			45.5173233	9.1041288	337883676
	EuroSpin			45.4505132	10.6634010	338040992
	Basko			44.9767944	7.3822167	338065674
	Super A&O			42.8702847	12.3961099	338307231
19038	Mercato ortofrutticolo Sarzana	Via Pallodola		44.1140652	9.9470367	338364013
	Iperal	Via Colombini	25	46.1891863	10.1219362	338489734
	Esselunga	Via Adriano	81	45.5137208	9.2445015	339110313
20871	Carrefour Express	Viale Iginio Rota	11	45.6166631	9.3634327	339819627
	Lidl			41.8635030	12.6331054	340208333
	Cash & Carry			46.1363618	8.2973400	340308176
	Lidl	Via Ferruccio Parri		37.1140372	13.9601728	340453691
				44.9943939	9.0189383	341324563
				44.9942781	9.0184275	341324565
				44.9943659	9.0181625	341324566
20081	Penny Market	Via Gandhi		45.3859808	8.9120864	341835051
	Lidl			45.3882947	8.9235537	341838334
	Weine & Spezialitäten			46.4709018	11.5180132	341843147
	Conad			45.8014853	9.8855566	342598360
	DiPerDi			45.5967679	8.4211888	344150693
	Esselunga	Via Rita Levi Montalcini	1	45.1354905	8.4449301	344211338
	Carefour Express			45.4354043	9.1541591	344998293
20811	Rex Cesano	Via San Marco	1	45.6301511	9.1672090	345027399
	Eurospin			44.9368897	10.5090542	345332709
	IperSimply			44.9374961	10.4899309	345332967
	Lidl			44.9393111	10.5349472	345333345
20143	MyAuchan	Via Ettore Ponti	45	45.4412551	9.1535538	345386806
20866	Eurospin	Via Antonio Gramsci	22-24	45.6455521	9.3794226	345729067
31052	Alì	Via Europa	114	45.7524858	12.3213469	346366917
	Family Market			45.6365186	10.4983038	346618750
	Conad			41.9078947	12.4453462	346660479
	Eurospin			45.4568226	9.0973698	346669370
	Camping Francesco			45.4655624	10.5938006	347173542
	Eurospar			45.6653089	12.5344413	347306975
				46.0810992	12.0378109	347950245
	Migross			45.3625720	10.9556376	348011370
	Supermercati D'Ambros			45.6466721	8.9810072	349579802
85100	Carrefour			40.6281612	15.7945483	349592316
	EuroSpin			40.6280338	15.7938781	349592738
	MD			40.6458272	15.8290637	349818714
	COOP Corso Molise			45.0985284	7.6372044	350598659
21012	Tigros	Via Guglielmo Marconi	98	45.6875701	8.8219872	350610567
	Eurospar			45.2320755	11.8695128	350901918
	In's Supermecato			45.2249419	11.8804101	350901919
	D7			45.1270244	12.3226957	351622974
	Penny			45.3214721	11.8103957	351732769
20851	Simply	Via Giuseppe Di Vittorio	20	45.6224153	9.2408940	351888256
82011	Conad	Via Trociano		41.0609374	14.5646174	351920664
				41.3471059	13.4230594	352402902
	Penny Market			45.5148767	9.3372040	352897343
				46.0656569	8.2603986	352998830
09025	Lidl	Via Parma	13	39.5556581	8.8992040	353468762
				44.9833010	10.4221460	353863691
	ll2			44.9963693	10.4173083	353863810
	Super Dì			45.5001649	9.1717742	354121662
				43.7274355	10.9400352	354584101
	EuroSpin			43.7300989	10.9325208	354584147
56122	Coop	Via Ponte a Piglieri	4	43.7079558	10.3848533	354926402
20143	Carrefour Express	Piazzale Ohm ang. Via Santa Rita		45.4420621	9.1480667	355463140
	Eurospin			40.3285873	18.1644923	355830136
	Conad			41.8634543	12.5414249	355978879
	Eurospin			41.8769216	12.5586763	356255279
	Carrefour Express			44.0693752	9.9651820	356846287
20144	Bio C Bon	Via Savona	61	45.4525192	9.1596570	356911635
				44.1823094	12.4209048	357115202
				44.8812636	8.6893899	357705810
				44.8816042	8.6896201	357705812
				44.8854874	8.6842726	357705813
20529	Eurospin	Via Nazionale	22	46.1420505	9.4214727	358276085
	LD			45.7381473	9.6214796	358802264
15121	Euro Spin	Via della Moisa		44.9008717	8.6089603	359290969
	Conad			43.7215800	13.2108105	359617019
	Decò			36.7312081	14.8414460	360052081
	Aliper			45.1333256	12.0911269	360141500
	Penny Market	Via Statale	5	45.6973591	9.4044696	360427764
58019	Sidis	Via Scarabelli	468	42.4350354	11.1204376	360915899
	Conad			43.4084965	10.8534343	361942354
	EuroSpin			43.4006114	10.8534213	361942515
	Tigre			42.1250390	14.7022986	362163895
	Todis			42.1284780	14.7020579	362204832
	Eurospar			45.2135933	11.8323989	362293438
	Conad			45.5196033	9.7631146	362408764
				40.0499770	15.8373557	362542417
	Super Dì			45.4353432	8.6253793	362620858
	Genesis Prodotti Siciliani			36.8825537	15.1300781	362976218
				45.7540559	7.0417309	363461980
80078		Via Monteruscello		40.8572971	14.0831647	363708372
80078		Via Monteruscello		40.8623989	14.0895189	363761241
	Eurospin			43.0794477	12.3369427	364331617
	Famila superstore			45.5344391	9.2874657	365208757
	Supermercato Conad			41.7291728	13.0047370	365413441
	Leto			37.8800430	15.3062299	365630962
				45.5548119	12.0085954	365860513
	Conad City	Corso Aldo Moro	19	36.7903533	14.4936998	365864565
35010	Alì	Via Roma	51/C	45.5296980	11.9638404	365904530
	LD Market			45.4667796	9.2328177	366170833
	Supermercato Crai			45.5944035	11.9504401	366179862
